关键词,名称,sal,d,d1,d2
"计算机
linux
数学
python
五险一金
交通补贴
餐饮补贴
年终奖金",算法工程师（毕业生）,5千-1万,武汉·东湖新技术产业开发区,无需经验,本科
"odoo
python
五险一金
年终奖金
带薪年假
全勤奖
专业培训
绩效奖金
定期体检
交通补贴",Odoo开发工程师,1-2万,昆山,2年,大专
"spark
python
五险一金
员工旅游
交通补贴
餐饮补贴
专业培训
绩效奖金
年终奖金
定期体检",Data Engineer（要英文好）,1.8-2.5万·13薪,广州·黄埔区,3-4年,本科
"python
五险一金
补充医疗保险
绩效奖金
节日福利
周末双休",Nand Flash分析工程师,1.5-2万,深圳·龙岗区,2年,本科
"python
五险一金
年终奖金",后端开发工程师,1.5-2.5万,苏州·苏州工业园区,3-4年,本科
"java
c++
python
五险一金
员工旅游
通讯补贴
定期体检
专业培训",服务器开发工程师,1.2-2万,深圳,2年,本科
"tensorflow
pytorch
python
gpu
五险一金
补充医疗保险
定期体检
节日福利
带薪年假",人工智能系统管理工程师 (MJ000080),1.2-2.4万·13薪,杭州·西湖区,无需经验,硕士
"ERP
python
c++
餐饮补贴
专业培训",财务信息化专家,2.5-3万,金华·金东区,3-4年,本科
"c++
研发
人工智能
python
绩效奖金
入职购买社保",AI研发初级工程师,1-2万,广州·越秀区,1年,本科
"计算机
数据采集
python
五险一金
专业培训
绩效奖金
年终奖金
定期体检
补充医疗保险
餐饮补贴",NLP实习生,4-5千,上海·徐汇区,无需经验,硕士
"c++
linux
python
图像算法
周末双休
五险一金
弹性工作
带薪年假",图像算法工程师-超视计,1.5-2.5万,广州·黄埔区,1年,本科
"ERP
python
c++
餐饮补贴
专业培训",财务信息化专家,2.5-3万,杭州,3-4年,本科
"Python
GoL
五险一金
补充医疗保险
定期体检
员工旅游
绩效奖金
年终奖金
周末双休",Cloud Development Senior Engineer,1-1.5万,苏州·苏州工业园区,3-4年,本科
"c++
电子信息
C语言
Python
开发经验
周末双休
带薪年假
定期体检
年终奖金
专业培训
五险一金
交通补贴
餐饮补贴",嵌入式软件开发工程师,1-1.5万,深圳·龙岗区,3-4年,本科
"c++
python
c语言
五险一金
年终奖金
节日福利
绩效奖金",系统技术工程师-遨有信息,8千-1.3万,上海·长宁区,2年,本科
"hadoop
java
python
五险一金
年终奖金
通讯补贴",数据开发,1.7-3万,广州,3-4年,本科
"java
Python
隐私计算
椭圆曲线",算法开发工程师,1.5-3万·14薪,无锡·锡山区,无需经验,硕士
"算法
数据挖掘
python
五险一金
绩效奖金
年终奖金
定期体检",数据挖掘工程师,8千-1.5万,重庆·渝北区,1年,硕士
"数据分析
python
sql
做五休二
周末双休
带薪年假
五险一金
绩效奖金
节日福利
专业培训",IT系统分析师,8千-1.2万·13薪,上海·长宁区,2年,大专
"c++
python
linux
五险一金
年终奖金
定期体检
员工旅游
绩效奖金
带薪年假
包吃
包住宿
周末双休",图像算法工程师（高级）,1.5-3万,南通·崇川区,5-7年,本科
"tensorflow
caffe
keras
PyTorch
OpenAI
ChatGPT
Finetune
AI
Python
五险一金
年终奖金
定期体检
交通补贴
通讯补贴
餐饮补贴
专业培训
绩效奖金
员工旅游
提供食宿",信息部副部长（AI负责人）,4-6万·13薪,深圳,3-4年,本科
"python
kafka
hadoop
银行
flink
年终奖金
五险一金",大数据工程师,8千-1.4万,重庆·渝北区,3-4年,本科
"Python
C
C++
Car2x
Ecall
RTM
补充医疗保险
定期体检
七险一金
带薪年假
带薪病假
免费健身",Junior Hil Tester-17530,1-1.5万,北京·大兴区,2年,本科
"C#
C++
Python
建模
带薪年假
五险一金
餐饮补贴
年终奖金",数字制程控制技术工程师,1.1-1.5万·15薪,苏州,2年,硕士
"python
五险一金
餐饮补贴
周末双休
绩效奖金",机器视觉算法应用工程师,8千-1.3万,镇江,3-4年,本科
"matlab
python
通信
算法设计
五险一金
交通补贴
餐饮补贴
通讯补贴
年终奖金
周末双休
带薪年假",算法工程师（信号监测方向）,1.2-2.4万,成都,2年,硕士
"计算机
opencv
python
全额五险一金
餐饮补贴
专业培训
绩效奖金
年终奖金
弹性工作
晋升空间
领导nice
节假日福利",ISP图像算法工程师,2-4万,苏州·吴江区,2年,本科
"linux
Python
C
C++
五险一金
补充医疗保险
餐饮补贴
专业培训
绩效奖金
年终奖金
定期体检
员工旅游
免费班车
交通补贴",应用软件设计师(人工智能方向),1.3-2.5万,广州,2年,硕士
"计算机
opencv
python
五险一金
餐饮补贴
绩效奖金
年终奖金",图像算法工程师,1.2-2.4万·13薪,广州·黄埔区,1年,本科
"肿瘤项目
perl
python
R
五险一金
年终奖金",生物信息总监,2-3万,苏州·苏州工业园区,5-7年,本科
"linux
docker
nodejs
python
云服务器
周末双休
专业培训
节日福利
高温补贴
补充医疗保险
试用期全额
1.5倍加班费
全额公积金
年终奖金",后端开发工程师,8千-1.3万·14薪,杭州·滨江区,2年,本科
"数据开发
软件
开发
python
java
shell",大数据开发工程师,1.5-2万,上海·黄浦区,3-4年,本科
"Python
LabVIEW
五险一金
交通补贴
餐饮补贴
年终奖金",测试开发工程师,1.5-2.5万·14薪,深圳·南山区,2年,本科
"CANoe
python
OTA
C++
英文流利",车联网测试,1.5-2.2万·13薪,北京,3-4年,本科
"计算机
数据采集
操作手册
标注
python爬虫
标准工具
python
包住宿
包吃
餐饮补贴
节日福利
专业培训
五险一金
双休",数据标注工程师,2-3万,深圳·宝安区,2年,本科
"python
机器人
c++
linux
JAVA
视觉算法
年终奖金
带薪年假
年度调薪
五险一金
包吃包住
利润分红
节日福利
公费旅游",视觉算法工程师,9千-1.6万·13薪,江门,1年,本科
"下午茶
健身瑜伽
六险一金
团队氛围好
晋升空间大
带薪休假
用户过亿
大牛带队
免费三餐
弹性工作",高级爬虫工程师,2.5-5.5万,杭州,无需经验,本科
"Spark
Java
Python
Scala
SparkSQL
英语
粤语
五险一金
周末双休
餐饮补贴
通讯补贴",大数据开发,1.5-2.5万,广州·黄埔区,5-7年,本科
"c#
python
五险一金
绩效奖金
员工旅游
专业培训
餐饮补贴
年终奖金
股票期权
健身娱乐
节日福利
定期体检",软件开发工程师,3-5万,昆山,3-4年,本科
"数据库
sql
python
五险一金
节假福利
双休",大数据开发,1-1.1万,上海·浦东新区,3-4年,本科
"c++
linux
python
嵌入式
五险一金
交通补贴
餐饮补贴
通讯补贴
定期体检
绩效奖金
年终奖金",软件工程师(J10003),1.5-2万·15薪,昆山,3-4年,本科
"python
loadrunner
c++
Jmenter
SQL
五险一金
餐饮补贴
通讯补贴
员工旅游
绩效奖金
定期体检",软件性能测试工程师,1-1.2万,泰州·靖江市,3-4年,本科
"java
数据库
spring
mybatis
dubbo
linux
微服务
redis
五险一金
补充医疗保险
补充公积金
通讯补贴
年终奖金
餐饮补贴
绩效奖金
定期体检
弹性工作
专业培训",机器学习工程师,8千-1.5万·13薪,北京·海淀区,1年,大专
"c++
python
双休
五险一金
绩效奖金",软件工程师（ATR）,1-1.5万,长沙·开福区,3-4年,本科
"Labview
c++
python
五险一金
免费班车
员工旅游
年终奖金
定期体检
专业培训
餐饮补贴",测试工程师,1.2-1.8万·13薪,武汉,3-4年,本科
"C/C++/C#
python
JS
五险一金
补充医疗保险
餐饮补贴
通讯补贴
绩效奖金",TCMS应用工程师,1-2万,常州·武进区,3-4年,本科
"java
数据库
spring
mybatis
dubbo
linux
微服务
redis
五险一金
补充医疗保险
补充公积金
通讯补贴
年终奖金
餐饮补贴
绩效奖金
定期体检
弹性工作
专业培训",机器学习工程师,8千-1.5万·13薪,北京·海淀区,1年,大专
"c++
opencv
图像处理
python
做五休二
五险一金
周末双休
节日福利
年终奖金
专业培训
员工旅游
定期体检",视觉工程师,1.2-2万,苏州·吴中区,3-4年,本科
"数据库
linux
Python
五险一金
员工旅游
年终奖金
弹性工作
定期体检",GiS后端开发工程师,1.2-1.8万·13薪,深圳·南山区,3-4年,本科
"c++
opencv
python
五险一金
出国机会
员工旅游
年终奖金
交通补贴
餐饮补贴
免费零食",AI图像算法工程师,1-1.5万·15薪,苏州,1年,本科
"java
数据库
spring
mybatis
dubbo
linux
微服务
redis
五险一金
补充医疗保险
补充公积金
通讯补贴
年终奖金
餐饮补贴
绩效奖金
定期体检
弹性工作
专业培训",机器学习工程师,8千-1.5万·13薪,北京·海淀区,1年,大专
"C++、Python
五险一金
员工旅游
节日福利
包三餐
包住宿
交通补贴
绩效奖金
年终奖金
周末双休",操作系统工程师（服务器）,2-3.5万·14薪,深圳·光明区,3-4年,本科
"python
数据库
sql
hive
spark
hadoop
kettle
datastage
sqoop
shell
五险一金
专业培训
员工旅游",ETL工程师（无需经验）,5千-1万,武汉,1年,本科
"计算机
java
html
编程
python
带薪年假
节日福利
五险一金
包吃包住",电脑程序员,8千-1.2万,惠州,3-4年,本科
"c++
c#
python
opencv
五险一金
餐饮补贴
绩效奖金
补充医疗保险
补充公积金
专业培训
免费住宿",图像算法工程师,1.5-2万·15薪,广州·黄埔区,1年,硕士
"幼儿园
c++
培训机构
Python
员工旅游
带薪年假
节假日福利
专业培训",乐高编程老师,4-7千,成都·金牛区,1年,大专
"python
linux
日语
东京
五险一金
年终奖金
定期体检
员工旅游
补充医疗保险",AWS开发工程师,1.2-2万,苏州·苏州工业园区,2年,大专
"计算机
java
html
编程
python
带薪年假
节日福利
五险一金
包吃包住",电脑程序员,8千-1.2万,惠州,3-4年,本科
"机器学习
深度学习
人工智能
算法
带薪年假
年终奖金
五险一金
专业培训
员工旅游
团建活动",机器学习工程师,23-45万/年,上海·徐汇区,1年,本科
"数据库
java
linux
python
交通补贴
餐饮补贴
年终奖金",软件工程师,4-8千,西安·西咸新区,3-4年,本科
"python
linux
日语
东京
五险一金
年终奖金
定期体检
员工旅游
补充医疗保险",AWS开发工程师,1.2-2万,苏州·苏州工业园区,2年,大专
"计算机
java
html
编程
python
带薪年假
节日福利
五险一金
包吃包住",电脑程序员,8千-1.2万,惠州,3-4年,本科
"数字设计
python
eda
spec
五险一金
年终奖金
绩效奖金
补充医疗保险
补充公积金
定期体检",数字芯片设计工程师,2-4万·14薪,深圳·南山区,3-4年,本科
"java
c++
c语言
c#
qt
python
编程语言
五险一金
年终奖金
绩效奖金
股票期权
定期体检
带薪年假
出差补贴
节日福利
每年多次调薪
生日福利",工具链软件开发工程师,1.5-3万·13薪,北京·丰台区,2年,本科
"python
linux
日语
东京
五险一金
年终奖金
定期体检
员工旅游
补充医疗保险",AWS开发工程师,1.2-2万,苏州·苏州工业园区,2年,大专
"测试
python
五险一金
周末双休
带薪年假
员工旅游
定期体检",测试工程师（佛山）(006679),1.1-1.3万,佛山·南海区,3-4年,本科
"嵌入式
ADAS
传感器
C语言
C++
python
ROS
专业培训
五险一金
定期体检
年终奖金
餐饮补贴
绩效奖金
免费班车
补充医疗保险
出国机会",驾驶辅助研究软件工程师,1.4-2.2万·14薪,武汉·武汉经济开发区,3-4年,本科
"c++
qt
mfc
python",软件工程师,1.1-1.8万,南昌·青山湖区,3-4年,本科
"python
linux
日语
东京
五险一金
年终奖金
定期体检
员工旅游
补充医疗保险",AWS开发工程师,1.2-2万,苏州·苏州工业园区,2年,大专
"数据结构
多线程
架构设计
数据采集
网页
python
爬虫平台
数据采集平台
跨境电商
亚马逊平台
带薪年假
五险一金
绩效奖金
节日福利
专业培训
团队活动
年终奖金
周末双休
包吃
包住宿",爬虫工程师,1.5-2.5万,广州,3-4年,大专
"python
机器人
c++",激光雷达点云算法工程师,2-2.5万·13薪,合肥·高新区,1年,硕士
"python
appium
五险一金
周末双休
带薪年假
员工旅游
定期体检
年终奖金",测试工程师(006147),1-1.5万,珠海·香洲区,3-4年,本科
"python
linux
日语
东京
五险一金
年终奖金
定期体检
员工旅游
补充医疗保险",AWS开发工程师,1.2-2万,苏州·苏州工业园区,2年,大专
"labview
python
五险一金
定期体检
餐饮补贴
弹性工作
专业培训
五天八小时",自动化软件工程师,8千-1.5万,东莞·洪梅镇,1年,大专
"PTP1588
python
SyncE
五险一金
补充医疗保险
补充公积金
交通补贴
餐饮补贴
通讯补贴
专业培训
弹性工作
年终奖金
带薪年假",Sr Application Engineer,40-70万/年,上海·普陀区,3-4年,本科
"sql
python
数据库
做五休二
弹性工作
带薪年假
五险一金
交通补贴
餐饮补贴
通讯补贴",bi工程师/数据分析师,1-2万,上海·长宁区,1年,本科
"python
linux
日语
东京
五险一金
年终奖金
定期体检
员工旅游
补充医疗保险",AWS开发工程师,1.2-2万,苏州·苏州工业园区,2年,大专
"python爬虫
五险一金
通讯补贴
餐饮补贴
交通补贴
定期体检
员工旅游",数据标注师,7-8千,杭州,1年,大专
"RPA
Python
Java
周末双休
带薪年假
五险一金
绩效奖金
节日福利
交通补贴
通讯补贴
高温补贴
补充医疗保险
采暖补贴",Software Engineer 软件工程师,8千-1万·13薪,长春,3-4年,本科
"c#
c++
C
Python
餐饮补贴
年终奖金
定期体检
专业培训
绩效奖金
五险一金
股票期权",软件工程师,8千-1.5万·13薪,苏州·苏州工业园区,1年,本科
"python
linux
日语
东京
五险一金
年终奖金
定期体检
员工旅游
补充医疗保险",AWS开发工程师,1.2-2万,苏州·苏州工业园区,2年,大专
"Tableau
Python
Hadoop
带薪年假
绩效奖金
节日福利
出国机会
包吃包住
工作签证
探亲福利
五险一金",数据分析工程师/主管G01021,2.5-3.2万,广州,5-7年,本科
"sql
python
数据库
信息管理
五险一金
员工旅游
年终奖金
绩效奖金
专业培训
通讯补贴",数据分析员,6千-1万,武汉·江岸区,2年,本科
"网络
openstack
ansible
python
docker
shell
linux
k8s
五险一金
通讯补贴
年终奖金
兴趣小组
双休
午休2小时
餐补
食堂三餐",云计算交付部署工程师,1.2-1.6万·14薪,南京,2年,本科
"python
linux
日语
东京
五险一金
年终奖金
定期体检
员工旅游
补充医疗保险",AWS开发工程师,1.2-2万,苏州·苏州工业园区,2年,大专
"Tableau
Python
Hadoop
带薪年假
绩效奖金
节日福利
出国机会
包吃包住
工作签证
探亲福利
五险一金",数据分析工程师/主管G01021,2.5-3.2万,广州,5-7年,本科
"数据处理
java
python
五险一金
交通补贴
餐饮补贴
通讯补贴
年终奖金
绩效奖金
生日福利
过节福利
加班费",大数据开发工程师,1-2万·13薪,杭州·西湖区,2年,本科
"sql
python
数据库
五险一金
员工旅游
餐饮补贴
通讯补贴
定期体检
绩效奖金",数据分析岗,6千-1万,温州,1年,本科
